,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,State
947,2022-07-06,1,25000,444,7 out of 17,Carpet Area,"Srishti Solitaire, Bhandup Industrial Estate",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2
3915,2022-07-06,3,45000,1742,24 out of 33,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Furnished,Family,3,Contact Agent,3
673,2022-07-06,2,55000,700,10 out of 11,Carpet Area,"Shiv Bhagtani Manor 3A, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,3
2299,2022-07-06,3,30000,900,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors,3,Contact Agent,2
2924,2022-07-06,2,30000,1100,Ground out of 4,Carpet Area,Nandanam Extension,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
2812,2022-07-06,1,8000,580,1 out of 2,Super Area,Selaiyur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
654,2022-07-06,2,35000,550,7 out of 7,Carpet Area,90 ft road,Mumbai,Furnished,Bachelors,2,Contact Agent,2
2807,2022-07-06,1,10000,250,2 out of 3,Super Area,"Neelankarai, E Coast Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
3117,2022-07-06,1,9500,700,Ground out of 2,Super Area,"Santhosapuram, Medavakkam",Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
3116,2022-07-06,2,15000,900,Ground out of 3,Super Area,"Kattupakkam, PH Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
2459,2022-07-06,3,25000,1350,Ground out of 2,Super Area,Alandur,Chennai,Furnished,Family,3,Contact Owner,2
935,2022-07-06,1,26000,450,9 out of 20,Carpet Area,"Ratan Silicon Park, Jankalyan Nagar",Mumbai,Unfurnished,Family,2,Contact Agent,2
4027,2022-07-06,2,16000,770,1 out of 4,Super Area,Kapra,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
4081,2022-07-06,1,7500,850,3 out of 5,Carpet Area,Begumpet,Hyderabad,Furnished,Bachelors,1,Contact Agent,1
2940,2022-07-06,2,18000,985,1 out of 4,Carpet Area,Selaiyur,Chennai,Unfurnished,Bachelors,2,Contact Owner,2
4069,2022-07-06,1,6500,600,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
569,2022-07-06,2,55000,696,13 out of 21,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,3
4044,2022-07-06,1,9000,600,1 out of 4,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,2
618,2022-07-06,2,48000,700,8 out of 15,Carpet Area,"Sundew CHS, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,3
2765,2022-07-06,3,45000,1450,1 out of 4,Carpet Area,Mylapore,Chennai,Unfurnished,Bachelors,2,Contact Agent,3
2755,2022-07-06,2,10000,778,4 out of 4,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
2751,2022-07-06,2,23999,610,2 out of 4,Carpet Area,"Kannan Colony, Pazhavanthangal",Chennai,Furnished,Bachelors/Family,1,Contact Agent,2
4037,2022-07-06,1,5000,450,1 out of 2,Super Area,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
2750,2022-07-06,3,29000,1225,9 out of 18,Carpet Area,Koyambedu,Chennai,Furnished,Bachelors/Family,3,Contact Agent,2
703,2022-07-06,2,35000,650,5 out of 8,Carpet Area,"Riddhi Garden, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2
2747,2022-07-06,3,46000,1700,15 out of 18,Super Area,Thoraipakkam,Chennai,Furnished,Bachelors/Family,3,Contact Agent,3
2775,2022-07-06,2,25000,1200,3 out of 4,Carpet Area,Kasi Estate,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,2
617,2022-07-06,2,45002,600,9 out of 17,Carpet Area,"Raheja Vista, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,3
4070,2022-07-06,2,9000,1050,Ground out of 1,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
2780,2022-07-06,2,30000,1100,Ground out of 4,Super Area,Nandanam Extension,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
588,2022-07-06,2,55000,720,5 out of 7,Carpet Area,"Dheeraj Swapna Apartment, Pali Hill",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,3
4074,2022-07-06,2,17000,1000,5 out of 5,Super Area,"Kukatpally Housing Board Colony, NH 9",Hyderabad,Furnished,Family,2,Contact Owner,1
589,2022-07-06,2,53000,750,12 out of 19,Carpet Area,"Lake Florence, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,3
2899,2022-07-06,2,19000,900,2 out of 3,Super Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
2894,2022-07-06,1,21000,500,7 out of 11,Carpet Area,Pallavaram,Chennai,Furnished,Bachelors/Family,1,Contact Agent,2
4116,2022-07-06,2,17000,855,4 out of 5,Carpet Area,"Godavari Homes, Quthbullapur",Hyderabad,Unfurnished,Bachelors,2,Contact Agent,3
4106,2022-07-06,3,30000,1700,6 out of 13,Super Area,K P H B Phase 9,Hyderabad,Furnished,Family,3,Contact Agent,1
2898,2022-07-06,2,15000,1000,1 out of 3,Super Area,Iyyappanthangal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
2903,2022-07-06,1,5000,550,Ground out of 1,Super Area,Perumbakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
2746,2022-07-06,2,14000,890,2 out of 2,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Family,2,Contact Owner,1
2789,2022-07-06,2,9500,900,1 out of 2,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
2830,2022-07-06,1,7500,450,Ground out of 2,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
2608,2022-07-06,4,20000,1900,5 out of 20,Carpet Area,Old Mahabalipuram Road,Chennai,Furnished,Family,4,Contact Agent,2
4083,2022-07-06,2,12000,950,4 out of 4,Super Area,"Anandbagh, Secunderabad, Moula Ali Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
4080,2022-07-06,1,7500,650,2 out of 4,Carpet Area,Begumpet,Hyderabad,Furnished,Bachelors,1,Contact Agent,2
4077,2022-07-06,2,12000,1000,2 out of 3,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
4076,2022-07-06,6,30000,4200,Ground out of 2,Super Area,Kuntloor,Hyderabad,Furnished,Bachelors/Family,5,Contact Owner,1
2827,2022-07-06,2,7000,780,5 out of 14,Carpet Area,Kalavakkam,Chennai,Unfurnished,Family,2,Contact Owner,1
2904,2022-07-06,3,30000,1800,Ground out of 2,Super Area,Kolathur,Chennai,Unfurnished,Bachelors,2,Contact Owner,2
3850,2022-07-06,2,45000,1350,20 out of 35,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,2,Contact Agent,3
2795,2022-07-06,3,18000,1220,6 out of 10,Super Area,Pammal,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
4026,2022-07-06,2,16000,2000,Ground out of 3,Super Area,"Old Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
3965,2022-07-06,3,37000,1700,Ground out of 15,Super Area,Gopanapalli,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,2
3964,2022-07-06,2,12000,1600,1 out of 5,Super Area,Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
3962,2022-07-06,3,25000,1545,4 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1
2831,2022-07-06,2,12500,400,1 out of 4,Super Area,Karanai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
3966,2022-07-06,2,6500,920,Ground out of 27,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
3041,2022-07-06,1,6500,400,Ground out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
2632,2022-07-06,3,25000,1100,5 out of 18,Carpet Area,"Korattur, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors,2,Contact Agent,2
2630,2022-07-06,2,14000,1100,17 out of 20,Carpet Area,Old Mahabalipuram Road,Chennai,Furnished,Family,2,Contact Agent,1
3950,2022-07-06,3,23000,1900,1 out of 2,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1
4056,2022-07-06,2,15000,1200,Ground out of 2,Super Area,"Sikh Apartmentge, NH 7",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
4028,2022-07-06,3,45000,3200,1 out of 3,Carpet Area,"Kukatpally, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,3
3058,2022-07-06,2,15000,1068,1 out of 2,Carpet Area,"Kamakoti Nagar, Pallikaranai",Chennai,Furnished,Family,2,Contact Owner,1
3060,2022-07-06,2,17000,590,Ground out of 3,Carpet Area,Mambalam West,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
2604,2022-07-06,2,6500,1000,Ground out of 2,Super Area,"Tiruvallur, Kakkalur, Chennai",Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
823,2022-07-06,2,45000,650,5 out of 6,Carpet Area,Santacruz East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,1
831,2022-07-06,3,45000,985,Lower Basement out of 18,Carpet Area,"Gemstar Symphony Apartment, Kandivali West",Mumbai,Unfurnished,Family,3,Contact Agent,3
3928,2022-07-06,1,14000,550,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,2
3959,2022-07-06,3,50000,1742,11 out of 35,Carpet Area,Gachibowli,Hyderabad,Furnished,Family,3,Contact Agent,3
3956,2022-07-06,2,12000,1100,2 out of 4,Super Area,Prem nagar-Erragadda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1
837,2022-07-06,2,40000,753,11 out of 31,Carpet Area,"Omkar Ananta, Film City Road",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,3
2823,2022-07-06,2,18000,1099,2 out of 2,Super Area,"Valasaravakkam, Arcot Road",Chennai,Furnished,Family,2,Contact Owner,2
839,2022-07-06,2,50000,751,16 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,3
2719,2022-07-06,2,25000,685,Ground out of 2,Super Area,Alwarpet,Chennai,Unfurnished,Bachelors,2,Contact Owner,2
3016,2022-07-06,1,18000,500,1 out of 2,Super Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner,2
2663,2022-07-06,2,23999,610,4 out of 4,Carpet Area,"Kannan Colony, Pazhavanthangal",Chennai,Furnished,Bachelors/Family,1,Contact Agent,2
2666,2022-07-06,2,14000,840,Ground out of 3,Super Area,"Krishna Nagar-Chromepet, Chromepet",Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
713,2022-07-06,2,39000,630,6 out of 7,Carpet Area,"Yashodham Complex, Goregaon East",Mumbai,Unfurnished,Family,2,Contact Agent,2
4023,2022-07-06,2,15000,1280,Ground out of 1,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2
4021,2022-07-06,1,6000,300,1 out of 2,Super Area,Nacharam,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
723,2022-07-06,2,48000,670,4 out of 16,Carpet Area,"Velentine Tower, Goregaon East",Mumbai,Furnished,Family,2,Contact Owner,3
730,2022-07-06,1,32000,400,3 out of 7,Carpet Area,"Trans Residency, Andheri East",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,2
4013,2022-07-06,2,20000,1000,4 out of 5,Super Area,Asif Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
738,2022-07-06,1,45000,500,9 out of 16,Carpet Area,Mahim,Mumbai,Unfurnished,Bachelors,2,Contact Agent,3
770,2022-07-06,2,40000,755,12 out of 31,Carpet Area,"Omkar Ananta, Goregaon East",Mumbai,Furnished,Bachelors,2,Contact Agent,3
3000,2022-07-06,2,20000,900,3 out of 3,Super Area,Anna Nagar West,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
3438,2022-07-06,2,20000,950,1 out of 5,Super Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
3997,2022-07-06,2,15000,1800,Ground out of 1,Super Area,Dammaiguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
562,2022-07-06,2,38000,560,Ground out of 3,Carpet Area,Andheri East,Mumbai,Furnished,Bachelors,2,Contact Owner,2
3993,2022-07-06,2,20000,1000,2 out of 4,Super Area,Sri Nagar Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
2686,2022-07-06,3,25000,2000,1 out of 3,Super Area,"Kattupakkam, PH Road",Chennai,Furnished,Bachelors/Family,3,Contact Owner,2
3378,2022-07-06,3,25000,1600,2 out of 5,Super Area,"Sanath Nagar, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,3
3667,2022-07-06,3,34000,1500,2 out of 14,Carpet Area,Gachibowli,Hyderabad,Furnished,Family,3,Contact Agent,1
3001,2022-07-06,2,13000,700,Ground out of 2,Super Area,Chintadripet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
2674,2022-07-06,2,12000,850,1 out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
2673,2022-07-06,2,25000,700,Ground out of 3,Super Area,"Aminjikarai, PH Road",Chennai,Furnished,Bachelors/Family,1,Contact Owner,2
3078,2022-07-06,2,13000,800,1 out of 1,Carpet Area,"Devi Karumariamman Nagar, Velachery",Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
3048,2022-07-06,3,25000,1415,4 out of 13,Super Area,G S T Road,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
739,2022-07-06,2,51000,985,7 out of 15,Carpet Area,"Chembur Heights, Sindhi Society Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,3
2266,2022-07-06,2,20000,600,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors,2,Contact Agent,2
4001,2022-07-06,1,11000,550,4 out of 6,Super Area,Qutub Shahi Tombs,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,3
3674,2022-07-06,3,45000,1645,8 out of 19,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,3
3606,2022-07-06,2,7000,950,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Family,2,Contact Owner,3
3227,2022-07-06,1,9000,450,1 out of 1,Super Area,Virugambakkam,Chennai,Unfurnished,Family,1,Contact Owner,1
2069,2022-07-06,2,15000,450,4 out of 4,Super Area,Shadipur,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1
3619,2022-07-06,3,45000,2600,2 out of 5,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,3
3618,2022-07-06,3,40000,1900,2 out of 5,Carpet Area,Film Nagar,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,3
3718,2022-07-06,2,16000,1350,3 out of 5,Super Area,"Kukatpally, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
2050,2022-07-06,3,16000,100,2 out of 3,Super Area,Hari Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Agent,2
3616,2022-07-06,3,42000,1600,2 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,3
3610,2022-07-06,1,8000,400,3 out of 4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
3609,2022-07-06,2,15000,1095,4 out of 5,Super Area,"Gundlapochampally, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
4122,2022-07-06,3,45000,1500,23 out of 34,Carpet Area,Gachibowli,Hyderabad,Furnished,Family,2,Contact Agent,3
3453,2022-07-06,2,10000,600,7 out of 7,Super Area,Madhura Nagar-Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
513,2022-07-06,3,22000,1150,1 out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,2
3437,2022-07-06,3,45000,1955,1 out of 19,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,3
3448,2022-07-06,2,18000,900,2 out of 4,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
1262,2022-07-06,3,43000,1700,3 out of 4,Carpet Area,"Arakere Mico Layout, Arakere",Bangalore,Furnished,Bachelors/Family,3,Contact Agent,3
1366,2022-07-06,2,30000,1296,9 out of 22,Carpet Area,Kanakapura Road,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,2
3732,2022-07-06,1,6000,500,1 out of 2,Super Area,RTC Cross Road,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,2
1515,2022-07-06,3,52000,1603,26 out of 32,Carpet Area,Kanakapura Road,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,3
3601,2022-07-06,2,15000,1500,2 out of 4,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
3294,2022-07-06,3,58000,1700,11 out of 17,Carpet Area,TNGOS Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,3
3466,2022-07-06,2,25000,1100,1 out of 5,Super Area,"Alkapur Township, Hyderabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1
3468,2022-07-06,2,20000,1428,4 out of 8,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Furnished,Family,2,Contact Agent,2
2203,2022-07-06,1,18000,650,2 out of 4,Carpet Area,Gautam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent,2
3474,2022-07-06,1,15000,450,1 out of 3,Super Area,Madhapur,Hyderabad,Unfurnished,Family,1,Contact Agent,1
3708,2022-07-06,2,36000,1100,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1
1269,2022-07-06,1,20000,800,Ground out of 5,Carpet Area,Koramangala,Bangalore,Furnished,Family,1,Contact Agent,2
3614,2022-07-06,1,3000,80,Ground out of 2,Super Area,Rhoda Mistri Nagar,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,3
4020,2022-07-06,1,5000,300,Ground out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
2735,2022-07-06,3,47500,1920,6 out of 15,Super Area,Thoraipakkam,Chennai,Furnished,Family,3,Contact Agent,3
3655,2022-07-06,2,11000,1000,Ground out of 1,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Furnished,Family,2,Contact Owner,1
1891,2022-07-06,3,35000,1460,6 out of 12,Carpet Area,Jakkur,Bangalore,Unfurnished,Bachelors,3,Contact Agent,2
103,2022-07-06,2,25000,1100,2 out of 2,Super Area,"Action Area 1, Rajarhat Newtown",Kolkata,Furnished,Bachelors,2,Contact Agent,2
1344,2022-07-06,1,20000,550,2 out of 5,Carpet Area,Mahadevapura,Bangalore,Furnished,Bachelors,1,Contact Agent,2
1399,2022-07-06,2,12000,800,1 out of 1,Super Area,"Horamavu Agara, Hormavu",Bangalore,Furnished,Family,2,Contact Owner,1
3404,2022-07-06,2,14000,1150,1 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
809,2022-07-06,2,45000,660,25 out of 43,Carpet Area,"Wadhwa Atmoshphere, Mulund West",Mumbai,Furnished,Bachelors,2,Contact Agent,3
3157,2022-07-06,2,11000,700,1 out of 3,Super Area,Tharamani,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
59,2022-07-06,2,8500,720,4 out of 4,Carpet Area,"Shrachi Village, Madhyam Gram",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1
3341,2022-07-06,3,24000,1700,4 out of 5,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Family,2,Contact Agent,2
3415,2022-07-06,3,35000,1725,2 out of 13,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1
1417,2022-07-06,3,50000,1250,3 out of 5,Carpet Area,"Bhel Township- Malleshwaram, Malleshwaram",Bangalore,Furnished,Bachelors/Family,3,Contact Agent,3
3769,2022-07-06,2,30000,1350,5 out of 14,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors,2,Contact Agent,3
3246,2022-07-06,2,19000,900,1 out of 3,Super Area,Kodambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
3422,2022-07-06,3,38000,1496,10 out of 15,Carpet Area,Kondapur,Hyderabad,Furnished,Bachelors,2,Contact Agent,1
1276,2022-07-06,1,7000,400,1 out of 2,Super Area,C V Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
1447,2022-07-06,2,38000,1274,9 out of 32,Carpet Area,Kanakapura Road,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,2
1275,2022-07-06,3,35000,1800,1 out of 1,Super Area,whitefield,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,2
1801,2022-07-06,2,10000,900,1 out of 1,Carpet Area,"Chikbasavnapura, Krishnarajapura",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,2
112,2022-07-06,3,12000,800,Ground out of 1,Super Area,"Parnashree Lake, Behala",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1
3647,2022-07-06,3,30000,1940,1 out of 5,Carpet Area,"Hyder Nagar, NH 9",Hyderabad,Furnished,Bachelors,3,Contact Owner,3
3374,2022-07-06,3,50000,2290,4 out of 24,Super Area,"Nallagandla, Serilingampally",Hyderabad,Furnished,Bachelors,3,Contact Agent,3
2258,2022-07-06,1,18000,300,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors,1,Contact Agent,2
3571,2022-07-06,3,14000,1800,1 out of 2,Super Area,Kanchan Bagh,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
1112,2022-07-06,1,12000,500,1 out of 4,Carpet Area,Koramangala Block 4,Bangalore,Furnished,Bachelors,1,Contact Agent,2
3247,2022-07-06,1,11500,1000,1 out of 2,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
3703,2022-07-06,2,18000,1150,2 out of 5,Carpet Area,Kondapur,Hyderabad,Furnished,Bachelors,2,Contact Agent,1
3337,2022-07-06,3,45000,1900,9 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3,Contact Agent,3
3570,2022-07-06,2,10000,140,2 out of 4,Super Area,"Sivarampalli, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
3477,2022-07-06,3,57000,1417,7 out of 30,Carpet Area,Nanakaramguda,Hyderabad,Furnished,Bachelors,3,Contact Agent,3
3301,2022-07-06,2,14000,900,Ground out of 2,Carpet Area,Karmanghat,Hyderabad,Furnished,Bachelors,2,Contact Owner,2
3763,2022-07-06,3,28000,1600,1 out of 6,Super Area,Chanda Nagar,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1
3397,2022-07-06,4,27000,2520,2 out of 2,Carpet Area,Defence Colony Layout,Hyderabad,Furnished,Family,5,Contact Owner,2
1687,2022-07-06,2,13000,500,2 out of 5,Carpet Area,Koramangala,Bangalore,Furnished,Bachelors,1,Contact Agent,1
3588,2022-07-06,2,16000,1200,Ground out of 4,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1
1111,2022-07-06,3,45000,1680,7 out of 19,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Furnished,Bachelors/Family,3,Contact Agent,3
1079,2022-07-06,3,50000,2000,1 out of 2,Carpet Area,Bannerghatta Main Road,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,3
